Oc,media_erro,var_Erro,desvio_padrao_erro
0,1.3101188771093846,13.440981385290144,3.666194400913588
10,2.5681776512475367,161.50419428542003,12.708430048020094
20,3.365256619761572,296.9093081306041,17.231056500708366
30,3.803875530479754,423.90435391546674,20.588937658739624
40,3.97022390615558,547.4278159743245,23.397175384527177
50,3.939426412979703,665.1703133582212,25.790895939424463
60,3.7926356629276476,781.8763657054845,27.96205224416628
70,3.523883330161825,900.7212292960988,30.012018081030455
80,3.0825243749637616,1013.8035368433465,31.840281670289077
90,2.423563912655828,1123.1837221236724,33.51393325355399
100,1.3773446131948004,1229.3392156524455,35.061933997605514
