n_ocupacao,media_DP,var_DP,DP_DP
0,3.668521904297596,0.002267250807747216,0.04761565717017057
10,12.810685042510395,0.6701951405186547,0.8186544695527257
20,17.285596448332637,0.2303292602362694,0.479926307089192
30,20.64712240510889,0.28889511874460005,0.5374896452440736
40,23.487028507475063,0.1794194384370758,0.4235793177635988
50,25.890135973557587,0.15545187204314687,0.394273854120644
60,28.058833813052015,0.4615067040425453,0.6793428472005467
70,29.865335548251167,0.724878114057877,0.8513977413981535
80,31.55720329163776,0.48784808534000823,0.6984612267978862
90,33.10656992407006,0.12468945857319941,0.3531139455943356
100,34.51953973275994,0.39518090342761203,0.6286341570640368
